from_city,to_city,airline,flight_number,departure,arrival,price,currency
Singapore,Sydney,Singapore Airlines,SI786,2025-06-28T15:25,2025-06-29T01:25,200,USD
Melbourne,Singapore,Alitalia,AL694,2025-06-14T15:25,2025-06-14T20:25,983,USD
Rome,Dubai,Lufthansa,LU483,2025-06-15T15:25,2025-06-16T01:25,201,USD
Rome,Paris,Emirates,EM391,2025-09-27T15:25,2025-09-28T02:25,768,USD
Los Angeles,Singapore,British Airways,BR697,2025-10-15T15:25,2025-10-15T23:25,427,USD
Tokyo,Bangkok,Cathay Pacific,CA381,2025-09-14T15:25,2025-09-15T05:25,720,USD
Dubai,Chicago,Air India,AI220,2025-10-23T15:25,2025-10-24T05:25,345,USD
Paris,Delhi,Singapore Airlines,SI850,2025-11-10T15:25,2025-11-10T18:25,337,USD
Tokyo,Rome,Cathay Pacific,CA711,2025-11-14T15:25,2025-11-15T05:25,1175,USD
Los Angeles,London,British Airways,BR374,2025-07-03T15:25,2025-07-03T19:25,662,USD
Madrid,Beijing,Lufthansa,LU484,2025-06-29T15:25,2025-06-29T17:25,255,USD
Chicago,Frankfurt,British Airways,BR822,2025-06-29T15:25,2025-06-30T02:25,1076,USD
Rome,Chicago,Japan Airlines,JA467,2025-10-17T15:25,2025-10-18T06:25,930,USD
Chicago,Tokyo,Qantas,QA319,2025-09-02T15:25,2025-09-03T03:25,1485,USD
Istanbul,London,American Airlines,AM821,2025-07-21T15:25,2025-07-22T06:25,368,USD
Sydney,Rome,Qantas,QA973,2025-09-04T15:25,2025-09-05T06:25,369,USD
Istanbul,London,American Airlines,AM195,2025-08-11T15:25,2025-08-11T17:25,742,USD
Singapore,Dubai,Air India,AI692,2025-09-05T15:25,2025-09-05T21:25,1100,USD
London,Paris,American Airlines,AM980,2025-09-06T15:25,2025-09-07T06:25,1205,USD
Frankfurt,Moscow,Qantas,QA706,2025-08-07T15:25,2025-08-08T00:25,137,USD
Tokyo,Bangkok,Air India,AI709,2025-06-16T15:25,2025-06-17T06:25,329,USD
Moscow,Singapore,Cathay Pacific,CA120,2025-09-09T15:25,2025-09-09T20:25,557,USD
Frankfurt,Dubai,Delta,DE555,2025-10-24T15:25,2025-10-25T01:25,205,USD
London,Frankfurt,Air China,AI248,2025-11-20T15:25,2025-11-20T18:25,1406,USD
Toronto,Hong Kong,British Airways,BR286,2025-07-30T15:25,2025-07-31T05:25,1398,USD
Rome,London,Air China,AI947,2025-09-07T15:25,2025-09-07T19:25,1253,USD
Chicago,Madrid,Turkish Airlines,TU978,2025-09-17T15:25,2025-09-17T23:25,603,USD
Los Angeles,Bangkok,Emirates,EM650,2025-07-04T15:25,2025-07-04T22:25,248,USD
Beijing,Sydney,Air India,AI557,2025-11-02T15:25,2025-11-02T22:25,1379,USD
Singapore,Bangkok,British Airways,BR594,2025-10-22T15:25,2025-10-23T04:25,1221,USD
Beijing,New York,American Airlines,AM465,2025-11-05T15:25,2025-11-06T05:25,1166,USD
Moscow,Chicago,Cathay Pacific,CA171,2025-09-30T15:25,2025-10-01T02:25,1105,USD
Madrid,Beijing,Air France,AI716,2025-10-21T15:25,2025-10-21T19:25,1245,USD
London,Chicago,Emirates,EM776,2025-06-13T15:25,2025-06-13T18:25,487,USD
Hong Kong,Sydney,American Airlines,AM164,2025-10-07T15:25,2025-10-07T19:25,1175,USD
Delhi,Los Angeles,Air China,AI462,2025-11-14T15:25,2025-11-14T18:25,152,USD
Madrid,Singapore,Alitalia,AL514,2025-11-13T15:25,2025-11-13T23:25,242,USD
Beijing,Melbourne,Emirates,EM756,2025-09-06T15:25,2025-09-07T03:25,667,USD
Tokyo,Melbourne,Air India,AI203,2025-08-02T15:25,2025-08-02T18:25,605,USD
Singapore,Toronto,American Airlines,AM748,2025-07-27T15:25,2025-07-27T23:25,1123,USD
Istanbul,Dubai,Cathay Pacific,CA604,2025-10-14T15:25,2025-10-14T19:25,1241,USD
New York,Rome,Air India,AI575,2025-10-09T15:25,2025-10-10T05:25,346,USD
Hong Kong,Toronto,Japan Airlines,JA997,2025-10-06T15:25,2025-10-06T23:25,795,USD
Beijing,Chicago,Air France,AI337,2025-07-22T15:25,2025-07-23T02:25,1434,USD
Beijing,Madrid,Emirates,EM736,2025-08-26T15:25,2025-08-27T04:25,866,USD
Singapore,New York,Singapore Airlines,SI459,2025-10-25T15:25,2025-10-25T20:25,956,USD
Moscow,Los Angeles,Cathay Pacific,CA964,2025-07-19T15:25,2025-07-19T21:25,474,USD
Madrid,Moscow,Air France,AI463,2025-09-03T15:25,2025-09-04T06:25,1127,USD
Toronto,Madrid,United Airlines,UN632,2025-08-08T15:25,2025-08-08T21:25,1333,USD
Toronto,Los Angeles,Air France,AI880,2025-10-17T15:25,2025-10-17T17:25,517,USD
Beijing,New York,Singapore Airlines,SI531,2025-10-08T15:25,2025-10-09T00:25,322,USD
Chicago,Hong Kong,American Airlines,AM592,2025-10-03T15:25,2025-10-03T20:25,535,USD
Madrid,Dubai,American Airlines,AM415,2025-06-17T15:25,2025-06-17T21:25,752,USD
Melbourne,Istanbul,Air India,AI227,2025-09-11T15:25,2025-09-11T23:25,270,USD
New York,Singapore,Delta,DE538,2025-06-04T15:25,2025-06-05T05:25,385,USD
Beijing,Paris,Delta,DE805,2025-09-01T15:25,2025-09-02T04:25,1056,USD
Melbourne,Frankfurt,Cathay Pacific,CA511,2025-07-04T15:25,2025-07-04T19:25,1355,USD
Dubai,Moscow,American Airlines,AM578,2025-09-17T15:25,2025-09-17T22:25,893,USD
Istanbul,Paris,American Airlines,AM675,2025-09-11T15:25,2025-09-11T20:25,625,USD
Paris,Chicago,Lufthansa,LU616,2025-07-18T15:25,2025-07-18T22:25,977,USD
Moscow,Toronto,Lufthansa,LU662,2025-07-19T15:25,2025-07-19T22:25,1328,USD
Rome,Sydney,Cathay Pacific,CA194,2025-11-13T15:25,2025-11-14T02:25,1145,USD
Beijing,Dubai,Air India,AI149,2025-11-14T15:25,2025-11-14T23:25,1228,USD
Madrid,Dubai,Alitalia,AL299,2025-07-16T15:25,2025-07-17T00:25,379,USD
Singapore,Melbourne,British Airways,BR458,2025-07-02T15:25,2025-07-02T21:25,1099,USD
Rome,Singapore,Japan Airlines,JA910,2025-06-08T15:25,2025-06-08T23:25,213,USD
Bangkok,Sydney,Air France,AI582,2025-11-18T15:25,2025-11-19T02:25,1118,USD
Toronto,Sydney,Alitalia,AL603,2025-08-10T15:25,2025-08-10T23:25,1156,USD
Istanbul,Paris,British Airways,BR341,2025-10-11T15:25,2025-10-12T01:25,763,USD
New York,Hong Kong,Air France,AI966,2025-08-01T15:25,2025-08-02T01:25,368,USD
Toronto,Rome,Qantas,QA931,2025-08-24T15:25,2025-08-24T22:25,117,USD
Frankfurt,Sydney,Singapore Airlines,SI101,2025-07-31T15:25,2025-07-31T20:25,258,USD
Bangkok,Moscow,Lufthansa,LU461,2025-07-29T15:25,2025-07-29T18:25,734,USD
Frankfurt,New York,Lufthansa,LU336,2025-10-25T15:25,2025-10-25T20:25,280,USD
Rome,Delhi,Emirates,EM601,2025-08-29T15:25,2025-08-30T06:25,323,USD
Tokyo,Beijing,United Airlines,UN178,2025-07-06T15:25,2025-07-07T01:25,850,USD
Hong Kong,Sydney,Japan Airlines,JA285,2025-06-15T15:25,2025-06-15T17:25,1206,USD
Sydney,Rome,Alitalia,AL191,2025-11-24T15:25,2025-11-24T17:25,867,USD
Bangkok,Moscow,Lufthansa,LU193,2025-07-25T15:25,2025-07-25T23:25,306,USD
Singapore,Beijing,Air France,AI780,2025-08-02T15:25,2025-08-03T06:25,1120,USD
Tokyo,Sydney,Japan Airlines,JA531,2025-06-14T15:25,2025-06-14T17:25,831,USD
Madrid,Rome,American Airlines,AM264,2025-06-19T15:25,2025-06-20T03:25,1234,USD
New York,Madrid,Delta,DE735,2025-11-17T15:25,2025-11-17T20:25,423,USD
Moscow,Frankfurt,Air China,AI613,2025-07-04T15:25,2025-07-05T04:25,219,USD
Moscow,Madrid,Emirates,EM706,2025-09-21T15:25,2025-09-21T17:25,562,USD
Los Angeles,Frankfurt,Emirates,EM616,2025-10-28T15:25,2025-10-28T21:25,853,USD
London,Paris,Singapore Airlines,SI828,2025-11-18T15:25,2025-11-18T19:25,958,USD
Singapore,Toronto,Singapore Airlines,SI311,2025-06-12T15:25,2025-06-13T05:25,1377,USD
Paris,Tokyo,Japan Airlines,JA799,2025-08-11T15:25,2025-08-11T17:25,1081,USD
Singapore,Los Angeles,Qantas,QA150,2025-09-24T15:25,2025-09-25T04:25,1250,USD
Bangkok,Paris,Delta,DE120,2025-07-06T15:25,2025-07-06T19:25,1415,USD
Melbourne,Delhi,American Airlines,AM195,2025-10-25T15:25,2025-10-26T03:25,1291,USD
Tokyo,Bangkok,British Airways,BR135,2025-11-24T15:25,2025-11-24T23:25,926,USD
Singapore,Sydney,Emirates,EM872,2025-09-01T15:25,2025-09-02T03:25,133,USD
Beijing,Delhi,Turkish Airlines,TU365,2025-10-27T15:25,2025-10-28T05:25,379,USD
Istanbul,Tokyo,Air China,AI526,2025-09-27T15:25,2025-09-28T02:25,625,USD
Madrid,Paris,British Airways,BR347,2025-07-09T15:25,2025-07-09T17:25,1000,USD
Chicago,Beijing,American Airlines,AM531,2025-10-04T15:25,2025-10-05T00:25,1230,USD
Frankfurt,Madrid,British Airways,BR683,2025-06-08T15:25,2025-06-09T06:25,882,USD
Bangkok,Rome,British Airways,BR779,2025-11-21T15:25,2025-11-21T18:25,409,USD
Rome,Bangkok,Lufthansa,LU617,2025-07-06T15:25,2025-07-07T06:25,611,USD
Frankfurt,Tokyo,United Airlines,UN526,2025-09-16T15:25,2025-09-16T23:25,679,USD
Chicago,Tokyo,British Airways,BR924,2025-10-19T15:25,2025-10-19T20:25,192,USD
Los Angeles,Bangkok,Japan Airlines,JA754,2025-10-05T15:25,2025-10-05T21:25,146,USD
Hong Kong,Rome,American Airlines,AM842,2025-11-25T15:25,2025-11-26T05:25,457,USD
Singapore,New York,British Airways,BR755,2025-07-05T15:25,2025-07-06T02:25,1351,USD
Paris,Singapore,British Airways,BR647,2025-06-07T15:25,2025-06-08T05:25,517,USD
Dubai,Los Angeles,Air France,AI718,2025-07-21T15:25,2025-07-22T02:25,171,USD
Chicago,Paris,Delta,DE642,2025-10-26T15:25,2025-10-27T02:25,573,USD
New York,Rome,Cathay Pacific,CA349,2025-06-24T15:25,2025-06-25T06:25,460,USD
Hong Kong,Paris,United Airlines,UN539,2025-06-16T15:25,2025-06-16T23:25,490,USD
Istanbul,Tokyo,Singapore Airlines,SI472,2025-07-02T15:25,2025-07-03T01:25,515,USD
Melbourne,Dubai,Air India,AI284,2025-10-15T15:25,2025-10-15T17:25,460,USD
Sydney,Melbourne,Air China,AI812,2025-08-11T15:25,2025-08-12T00:25,1422,USD
Moscow,Istanbul,Emirates,EM624,2025-11-23T15:25,2025-11-23T22:25,708,USD
Los Angeles,Madrid,Air China,AI433,2025-10-02T15:25,2025-10-02T17:25,1199,USD
Madrid,Los Angeles,Air China,AI511,2025-06-25T15:25,2025-06-25T17:25,1392,USD
Bangkok,Singapore,Turkish Airlines,TU679,2025-10-24T15:25,2025-10-24T22:25,1427,USD
Beijing,Toronto,Alitalia,AL885,2025-09-04T15:25,2025-09-05T00:25,827,USD
Moscow,Hong Kong,Air India,AI320,2025-08-01T15:25,2025-08-01T17:25,148,USD
Tokyo,Madrid,Japan Airlines,JA962,2025-10-10T15:25,2025-10-11T03:25,858,USD
Hong Kong,London,United Airlines,UN523,2025-10-04T15:25,2025-10-05T01:25,655,USD
Istanbul,Toronto,Japan Airlines,JA873,2025-07-12T15:25,2025-07-12T18:25,994,USD
Moscow,Los Angeles,Delta,DE319,2025-08-10T15:25,2025-08-11T03:25,407,USD
